正题名,创建日期,导演,演员,出品年代,内容描述,总集数,分类名称,连续剧分类,字母语种,声轨,声道语种,地区参数,画面高宽比,编码格式,编码码率,彩色.黑白,来源,批次,标清.高清,内容编号,素材分类,标识,素材分类.1,编目层ID,入点,时长,编目层,首播日期,素材大小,海报
我们的少年时代(24),2017/7/23 9:30,成志超,TFBOYS，薛之谦，李小璐，唐禹哲，李菲儿,2016,该剧主要讲述了TFBOYS饰演的三位主人公在与棒球运动的对垒中，不断向着理想努力的励志故事。,40,电视剧场\大陆剧场,(热)我们的少年时代,中文,MP2,国语,大陆,16:09,H264,5M,彩色,10022,无,高清,24709,无,39739,1,39639,00:00.0,29:46.1,节目层,无,1703.81,44926
少林问道(12),2017/7/23 9:05,傅东育,周一围，郭京飞，郭晓婷,2015,明朝嘉靖年间，嘉靖帝昏庸无能，朝廷被严党把持，内部朝政腐败，沿海倭寇横行，整个朝野被牢牢掌控在严党党魁——奸相严嵩之子严世蕃的手中，明朝危在旦夕……,42,电视剧场\大陆剧场,少林问道,中文,MP2,国语,大陆,16:09,H264,5M,彩色,10033,无,高清,12311,无,39728,1,39624,00:00.0,43:42.1,节目层,无,2501.24,44897
少林问道(13),2017/7/23 9:05,傅东育,周一围，郭京飞，郭晓婷,2015,明朝嘉靖年间，嘉靖帝昏庸无能，朝廷被严党把持，内部朝政腐败，沿海倭寇横行，整个朝野被牢牢掌控在严党党魁——奸相严嵩之子严世蕃的手中，明朝危在旦夕……,42,电视剧场\大陆剧场,少林问道,中文,MP2,国语,大陆,16:09,H264,5M,彩色,10033,无,高清,11728,无,39727,1,39625,00:00.0,44:31.1,节目层,无,2548.09,44899
林海雪原(12),2017/7/22 10:32,金姝慧,李光洁，张睿，倪大红，金星，孙大川，黄觉，刘婧,2015,该剧主要讲述了1946年冬天，国民党在东北地区成立了“中央先谴军”。这对当地百姓的工作、生活都造成了极大的威胁。我军和当地人民经过激烈交锋，歼灭全部匪徒，取得了剿匪的全面胜利的故事。,66,电视剧场\大陆剧场,林海雪原,中文,MP2,国语,大陆,16:09,MPEG2,3M,彩色,10022,无,标清,25031,无,39723,1,39618,00:00.0,41:42.2,节目层,无,1664.4,44817
07月22日 汪汪队立大功(中央少儿),2017/7/22 10:00,无,无,2017,07月22日 汪汪队立大功,1,电视剧场\大陆剧场,汪汪队立大功,中文,MP2,国语,大陆,16:09,H264,5M,彩色,10042,少儿,高清,40115,无,39715,1,39597,00:00.0,51:00.0,节目层,无,2918.6,44872
我的前半生(33),2017/7/22 9:48,沈严,靳东，马伊琍，袁泉，雷佳音，吴越,2016,该剧讲述了生活优越安逸的全职太太罗子君与丈夫陈俊生离婚后一切归零，在闺蜜唐晶及其男友贺涵的帮助下打破困境，进入职场，在自我成长中走向人生下一程的故事。,36,电视剧场\大陆剧场,我的前半生,中文,MP2,国语,大陆,4:03,MPEG2,3M,彩色,10022,无,标清,26712,无,39709,1,39609,00:00.0,39:48.1,节目层,无,1588.39,44840
我的前半生(34),2017/7/22 9:47,沈严,靳东，马伊琍，袁泉，雷佳音，吴越,2016,该剧讲述了生活优越安逸的全职太太罗子君与丈夫陈俊生离婚后一切归零，在闺蜜唐晶及其男友贺涵的帮助下打破困境，进入职场，在自我成长中走向人生下一程的故事。,36,电视剧场\大陆剧场,我的前半生,中文,MP2,国语,大陆,4:03,MPEG2,3M,彩色,10022,无,标清,37499,无,39707,1,39608,00:00.0,39:59.0,节目层,无,1595.41,44838
07月21日 星原小宝(南方少儿),2017/7/22 9:44,无,无,2017,07月21日 星原小宝,1,电视剧场,星原小宝,中文,MP2,国语,大陆,4:03,MPEG2,5M,彩色,10022,少儿,标清,36018,无,39705,1,39583,00:00.0,51:13.0,节目层,无,2043.58,44879
07月21日 赛尔号之幻梦战记(嘉佳卡通),2017/7/22 9:43,无,无,2017,07月21日 赛尔号之幻梦战记,1,电视剧场,赛尔号之幻梦战记,中文,MP2,国语,大陆,4:03,MPEG2,5M,彩色,10022,少儿,标清,41469,无,39704,1,39587,00:00.0,53:34.1,节目层,无,2137.58,44867
决战江桥(27),2017/7/22 9:34,李印,李幼斌，施京明，刘金山，刘威,2015,“九一八”事变后，马占山将军密切关注东北局势，以巨大的爱国热情，反击日本侵略者。他整军备战，妥善处理了黑河军民因仇日而引发的骚乱，刀劈叛逃的黄连长，抓捕日谍，挫败了日谍的报复暗杀。马占山挟愤入关，面见张学良，陈说利害。战役进行中，马占山在日军空袭中掩护战地慰问团脱险。汉奸张海鹏策划绑架了马占山的独子马奎，逼其交出黑龙江省。马占山舍亲子抗强敌，不为所屈。马占山率领抗日军民首战江桥，再战大兴，三战三间房，巧摆“酒雷阵”，大破日军坦克群……,38,电视剧场\大陆剧场,(热)决战江桥,中文,MP2,国语,大陆,16:09,H264,5M,彩色,10022,无,高清,45284,无,39699,1,39593,00:00.0,32:48.2,节目层,无,1877.99,44820
07月21日 爆裂飞车二(嘉佳卡通),2017/7/22 9:30,无,无,2017,07月21日 爆裂飞车二,1,电视剧场,爆裂飞车二,中文,MP2,国语,大陆,4:03,MPEG2,5M,彩色,10022,少儿,标清,30362,无,39695,1,39586,00:00.0,25:04.1,节目层,无,1000.44,44876
07月21日 广视新闻,2017/7/22 9:24,无,无,2017,07月21日 广视新闻,1,新闻时事,无,中文,MP2,粤语,大陆,4:03,MPEG2,6M,彩色,10005,无,标清,50954,无,39691,1,39556,00:00.0,57:32.2,节目层,无,2296.08,44868
复合大师(38),2017/7/22 9:20,陈畅，于中中,贾乃亮，王晓晨，代乐乐，梁超，张超，吴亚衡，屈菁菁,2017,复合大师李断致力于帮助情感破裂的夫妻或者情侣重新复合。分手大师梅远贵是他事业的灵感启发者也是竞争对手。种种缘由，复合大师誓将消灭分手大师，并带领团队创立复合事务所。富二代二次元少女周末为李断所倾倒，就职复合事务所，同父异母的姐姐周一阴差阳错继承分手大师的衣钵，接手分手事务所。在种种感情事件中，两个事务所明争暗斗，爱恨情仇，分分合合，好戏上演。,47,电视剧场\大陆剧场,(热)复合大师,中文,MP2,国语,大陆,16:09,H264,5M,彩色,10022,无,高清,24732,无,39689,1,39573,00:00.0,35:21.2,节目层,无,2023.72,44859
阿爷厨房2(05),2017/7/22 9:20,无,无,2017,阿爷厨房2(05),1,综艺娱乐,(热)阿爷厨房2,中文,MP2,粤语,香港,4:03,MPEG2,5M,彩色,10022,无,标清,51820,无,39687,1,39596,00:00.0,20:56.0,节目层,无,835.41,44837
07月21日 七十二层奇楼：牛骏峰赵丽颖再续情缘,2017/7/22 9:16,无,无,2017,07月21日 七十二层奇楼：牛骏峰赵丽颖再续情缘,1,综艺娱乐,七十二层奇楼(热),中文,MP2,国语,大陆,16:09,H264,5M,彩色,10022,无,高清,46053,无,39685,1,39577,00:00.0,34:36.2,节目层,无,5413.99,44864
07月21日 我想见到你：张铁林登场滑到，扮帅耍酷不过三秒,2017/7/22 8:28,无,无,2017,07月21日 我想见到你：张铁林登场滑到，扮帅耍酷不过三秒,1,综艺娱乐,我想见到你(热),中文,MP2,国语,大陆,16:09,H264,5M,彩色,10022,无,高清,42494,无,39676,1,39579,00:00.0,04:49.0,节目层,无,3709.23,44861
07月21日 时代：行走的餐桌·北京,2017/7/22 8:19,无,无,2017,07月21日 时代：行走的餐桌·北京,1,科学教育,时代,中文,MP2,国语,大陆,16:09,H264,5M,彩色,10042,无,高清,37282,无,39673,1,39561,00:00.0,26:04.1,节目层,无,1492.33,44834
07月21日 寰宇视野：天启-第二次世界大战(02),2017/7/22 8:17,无,无,2017,07月21日 寰宇视野：天启-第二次世界大战(02),1,科学教育,寰宇视野,中文,MP2,国语,大陆,16:09,H264,5M,彩色,10042,无,高清,46612,无,39669,1,39567,00:00.0,54:56.0,节目层,无,3143.71,44832
少林问道(09),2017/7/22 8:07,傅东育,周一围，郭京飞，郭晓婷,2015,明朝嘉靖年间，嘉靖帝昏庸无能，朝廷被严党把持，内部朝政腐败，沿海倭寇横行，整个朝野被牢牢掌控在严党党魁——奸相严嵩之子严世蕃的手中，明朝危在旦夕……,42,电视剧场\大陆剧场,少林问道,中文,MP2,国语,大陆,16:09,H264,5M,彩色,10033,无,高清,33418,无,39662,1,39592,00:00.0,45:16.1,节目层,无,2590.91,44858
我的前半生(31),2017/7/21 17:38,沈严,靳东，马伊琍，袁泉，雷佳音，吴越,2016,该剧讲述了生活优越安逸的全职太太罗子君与丈夫陈俊生离婚后一切归零，在闺蜜唐晶及其男友贺涵的帮助下打破困境，进入职场，在自我成长中走向人生下一程的故事。,36,电视剧场\大陆剧场,我的前半生,中文,MP2,国语,大陆,4:03,MPEG2,3M,彩色,10022,无,标清,24532,无,39658,1,39613,00:00.0,39:54.1,节目层,无,1592.38,44822
我的前半生(32),2017/7/21 17:34,沈严,靳东，马伊琍，袁泉，雷佳音，吴越,2016,该剧讲述了生活优越安逸的全职太太罗子君与丈夫陈俊生离婚后一切归零，在闺蜜唐晶及其男友贺涵的帮助下打破困境，进入职场，在自我成长中走向人生下一程的故事。,36,电视剧场\大陆剧场,我的前半生,中文,MP2,国语,大陆,4:03,MPEG2,3M,彩色,10022,无,标清,38713,无,39656,1,39614,00:00.0,41:02.2,节目层,无,1637.78,44855
女间谍,2017/7/21 14:46,保罗·费格,杰森·斯坦森，裘德·洛,2015,苏珊是中情局的后勤人员，胖胖的她一直暗恋搭档布莱德利。然而布莱德利在一次行动中遇害，为了复仇，苏珊竟然主动申请卧底军火走私组织，开始了惊险又爆笑的特工生涯。,1,家庭影院\其他,无,中文,MP2,英语,美国,16:09,H264,8M,彩色,10036,无,高清,42541,无,39647,1,39546,00:00.0,04:23.1,节目层,无,7118.01,44740
外来媳妇本地郎：幸福生烦恼(下),2017/7/21 13:49,无,无,2017,外来媳妇本地郎：幸福生烦恼(下),1,电视剧场\大陆剧场,外来媳妇本地郎,中文,MP2,粤语,大陆,4:03,MPEG2,5M,彩色,10022,无,标清,16187,无,39643,1,39534,00:00.0,22:56.2,节目层,无,915.68,44791
秦宫冷月(05),2017/7/21 10:33,孙洁,珠海市粤剧团,1991,赵国富商吕不韦以怀孕之妾赵姬，赠给秦国的落难王孙异人为妻，20年后，吕、赵之子嬴政成为一个有为的年青君主，吕不韦为相，赵姬则为太后。嬴政的异母兄弟成娇兴兵造反，吕、赵的隐私因而被揭，吕不韦虽力辩，嬴政仍难释疑……,6,电视剧场\大陆剧场,秦宫冷月,中文,MP2,粤语,大陆,4:03,MPEG2,3.7M,彩色,10028,无,标清,27963,无,39636,1,39544,00:00.0,16:31.0,节目层,无,443.2,29200
秦宫冷月(03),2017/7/21 10:33,孙洁,珠海市粤剧团,1991,赵国富商吕不韦以怀孕之妾赵姬，赠给秦国的落难王孙异人为妻，20年后，吕、赵之子嬴政成为一个有为的年青君主，吕不韦为相，赵姬则为太后。嬴政的异母兄弟成娇兴兵造反，吕、赵的隐私因而被揭，吕不韦虽力辩，嬴政仍难释疑……,6,电视剧场\大陆剧场,秦宫冷月,中文,MP2,粤语,大陆,4:03,MPEG2,3.7M,彩色,10028,无,标清,45502,无,39634,1,39542,00:00.0,28:28.0,节目层,无,763.66,29204
我的前半生(31),2017/7/21 10:20,沈严,靳东，马伊琍，袁泉，雷佳音，吴越,2016,该剧讲述了生活优越安逸的全职太太罗子君与丈夫陈俊生离婚后一切归零，在闺蜜唐晶及其男友贺涵的帮助下打破困境，进入职场，在自我成长中走向人生下一程的故事。,36,电视剧场\大陆剧场,(热)我的前半生,中文,MP2,国语,大陆,16:09,H264,5M,彩色,10013,收录,高清,20742,无,39628,1,39480,00:00.0,39:57.1,节目层,无,2286.66,44756
07月20日 寰宇视野：天启-第二次世界大战(01),2017/7/21 10:05,无,无,2017,07月20日 寰宇视野：天启-第二次世界大战(01),1,科学教育,寰宇视野,中文,MP2,国语,大陆,16:09,H264,5M,彩色,10042,无,高清,20881,无,39626,1,39491,00:00.0,54:55.2,节目层,无,3143.3,44767
07月20日 万象：致命动物总动员-危险的亲密接触,2017/7/21 9:58,无,无,2017,07月20日 万象：致命动物总动员-危险的亲密接触,1,科学教育,万象,中文,MP2,国语,大陆,16:09,H264,5M,彩色,10042,无,高清,16318,无,39619,1,39498,00:00.0,50:08.1,节目层,无,2869.51,44762
07月21日 巴啦啦小魔仙(中央少儿),2017/7/21 9:39,无,无,2017,07月21日 巴啦啦小魔仙,1,电视剧场\大陆剧场,巴啦啦小魔仙,中文,MP2,国语,大陆,16:09,H264,5M,彩色,10042,少儿,高清,27682,无,39613,1,39503,00:00.0,21:59.1,节目层,无,1258.64,44805
07月20日 熊熊乐园(嘉佳卡通),2017/7/21 9:35,无,无,2017,07月20日 熊熊乐园,1,电视剧场,熊熊乐园,中文,MP2,国语,大陆,4:03,MPEG2,5M,彩色,10022,少儿,标清,34297,无,39606,1,39509,00:00.0,12:39.2,节目层,无,5293.06,44801
楚乔传(56),2017/7/21 9:33,吴锦源,赵丽颖，林更新，窦骁，李沁,2016,西魏年间乱世混战，大批平民在战乱中沦为奴隶，命如草芥。奴籍少女楚乔被送入人猎场供贵族娱乐射杀，幸得西凉世子燕洵暗中相救，随后她被带进权倾朝野的门阀宇文家。目睹兄姐相继惨死，立誓要带妹妹逃出牢笼。楚乔受到开明贵族宇文玥关注，被迫接受严厉训练的同时，更与燕洵结下深厚友谊。西魏门阀争斗，燕洵一家满门被灭，深陷绝境，楚乔与他生死相守并力助他逃脱困局。然而回到西凉后，燕洵野心膨胀，不惜以满城百姓性命为代价割据称雄。楚乔在绝望中与燕洵分道扬镳，并与力求“天下一统、释奴止戈“的宇文玥并肩作战，粉碎了燕洵的复仇计划，成为心怀苍生的巾帼将军。权臣宇文泰也在良臣劝谏下释放奴隶，荼毒数百年掠民为奴的暴政至此解冻……,68,电视剧场\大陆剧场,楚乔传,中文,MP2,国语,大陆,4:03,MPEG2,5M,彩色,10022,无,标清,13158,无,39605,1,39472,00:00.0,35:48.2,节目层,无,1429.01,44748
复合大师(36),2017/7/21 9:32,陈畅，于中中,贾乃亮，王晓晨，代乐乐，梁超，张超，吴亚衡，屈菁菁,2017,复合大师李断致力于帮助情感破裂的夫妻或者情侣重新复合。分手大师梅远贵是他事业的灵感启发者也是竞争对手。种种缘由，复合大师誓将消灭分手大师，并带领团队创立复合事务所。富二代二次元少女周末为李断所倾倒，就职复合事务所，同父异母的姐姐周一阴差阳错继承分手大师的衣钵，接手分手事务所。在种种感情事件中，两个事务所明争暗斗，爱恨情仇，分分合合，好戏上演。,47,电视剧场\大陆剧场,复合大师,中文,MP2,国语,大陆,4:03,MPEG2,5M,彩色,10022,无,标清,15214,无,39602,1,39526,00:00.0,41:53.1,节目层,无,1671.49,44755
07月20日 猪猪侠超星萌宠二(嘉佳卡通),2017/7/21 9:26,无,无,2017,07月20日 猪猪侠超星萌宠二,1,电视剧场,猪猪侠超星萌宠二,中文,MP2,国语,大陆,4:03,MPEG2,5M,彩色,10022,少儿,标清,21728,无,39598,1,39508,00:00.0,58:01.1,节目层,无,4709.08,44802
07月20日 巨神战击队第三季(嘉佳卡通),2017/7/21 9:24,无,无,2017,07月20日 巨神战击队第三季,1,电视剧场,巨神战击队第三季,中文,MP2,国语,大陆,4:03,MPEG2,5M,彩色,10022,少儿,标清,17756,无,39597,1,39510,00:00.0,24:12.0,节目层,无,3359.53,44807
07月20日 神兽金刚(南方少儿),2017/7/21 9:04,无,无,2017,07月20日 神兽金刚,1,电视剧场,神兽金刚,中文,MP2,国语,大陆,4:03,MPEG2,5M,彩色,10022,少儿,标清,11584,无,39582,1,39506,00:00.0,53:16.2,节目层,无,2125.99,44799
07月20日 广州新闻日日睇,2017/7/21 8:57,无,无,2017,07月20日 广州新闻日日睇,1,新闻时事,G4 资讯/广州新闻日日睇,中文,MP2,粤语,大陆,4:03,MPEG2,6M,彩色,10005,无,标清,38477,无,39578,1,39470,00:00.0,59:12.2,节目层,无,2362.63,44797
深海寻宝(02),2017/7/20 17:38,无,无,2008,寻找海底的宝物……,1,科学教育,无,中文,MP2,英语,美国,16:09,H264,7.5M,彩色,10051,无,高清,48442,无,39574,1,39474,00:00.0,54:08.2,节目层,无,3021.11,44785
赛罗奥特曼英雄传(20),2017/7/20 15:58,无,宫野真守,2017,该作讲述的是赛罗奥特曼与各强敌对战的故事。,25,电视剧场\日韩剧场,赛罗奥特曼英雄传,中文,MP2,日语,日本,16:09,H264,6M,彩色,10013,无,高清,23330,无,39572,1,39466,00:00.0,25:01.1,节目层,无,1432.2,44687
外来媳妇本地郎：缩水庆典(下),2017/7/20 13:52,无,无,2017,外来媳妇本地郎：缩水庆典(下),1,电视剧场\大陆剧场,外来媳妇本地郎,中文,MP2,粤语,大陆,4:03,MPEG2,5M,彩色,10022,无,标清,10356,无,39568,1,39464,00:00.0,22:56.1,节目层,无,915.36,44662
我的前半生(29),2017/7/20 10:04,沈严,靳东，马伊琍，袁泉，雷佳音，吴越,2016,该剧讲述了生活优越安逸的全职太太罗子君与丈夫陈俊生离婚后一切归零，在闺蜜唐晶及其男友贺涵的帮助下打破困境，进入职场，在自我成长中走向人生下一程的故事。,36,电视剧场\大陆剧场,(热)我的前半生,中文,MP2,国语,大陆,16:09,H264,5M,彩色,10013,收录,高清,16034,无,39562,1,39449,00:00.0,39:57.2,节目层,无,2286.89,44697
